time: 1990000000
79 6 1001
79 7 1001
79 8 1001
80 1 1001
80 2 1001
80 3 1001
80 4 1001
80 5 1001
80 6 1001
80 7 1001
80 8 1001
81 1 1001
81 2 1001
81 3 1001
81 4 1001
81 5 1001
81 6 1001
81 7 1001
81 8 1001
82 1 1001
82 2 1001
82 3 1001
82 4 1001
82 5 1001
82 6 1001
82 7 1001
82 8 1001
83 1 1001
83 2 1001
83 3 1001
83 4 1001
83 5 1001
83 6 1001
83 7 1001
83 8 1001
84 1 1001
84 2 1001
84 3 1001
84 4 1001
84 5 1001
84 6 1001
84 7 1001
84 8 1001
85 1 1001
85 2 1001
85 3 1001
85 4 1001
85 5 1001
85 6 1001
85 7 1001
85 8 1001
85 9 1001
85 10 1001
85 11 1001
85 12 1001
85 13 1001
85 14 1001
85 15 1001
85 16 1001
85 17 1001
86 1 1001
86 2 1001
86 3 1001
86 4 1001
86 5 1001
86 6 1001
86 7 1001
86 8 1001
86 9 1001
86 10 1001
86 11 1001
86 12 1001
86 13 1001
86 14 1001
86 15 1001
86 16 1001
86 17 1001
87 1 1001
87 2 1001
87 3 1001
87 4 1001
87 5 1001
87 6 1001
87 7 1001
87 8 1001
87 9 1001
87 10 1001
87 11 1001
87 12 1001
87 13 1001
87 14 1001
87 15 1001
87 16 1001
87 17 1001
88 1 1001
88 2 1001
88 3 1001
88 4 1001
88 5 1001
88 6 1001
88 7 1001
88 8 1001
88 9 1001
88 10 1001
88 11 1001
88 12 1001
88 13 1001
88 14 1001
88 15 1001
88 16 1001
88 17 1001
time: 1990200000
68 1 2001
68 2 2001
68 3 2001
68 4 2001
68 5 2001
68 6 2001
68 7 2001
68 8 2001
69 1 2001
69 2 2001
69 3 2001
69 4 2001
69 5 2001
69 6 2001
69 7 2001
69 8 2001
70 1 2001
70 2 2001
70 3 2001
70 4 2001
70 5 2001
70 6 2001
70 7 2001
70 8 2001
71 1 2001
71 2 2001
71 3 2001
71 4 2001
71 5 2001
71 6 2001
71 7 2001
71 8 2001
72 1 2001
72 2 2001
72 3 2001
72 4 2001
72 5 2001
72 6 2001
72 7 2001
72 8 2001
73 1 2001
73 2 2001
73 3 2001
73 4 2001
73 5 2001
73 6 2001
73 7 2001
73 8 2001
74 1 2001
74 2 2001
74 3 2001
74 4 2001
74 5 2001
74 6 2001
74 7 2001
74 8 2001
75 1 2001
75 2 2001
75 3 2001
75 4 2001
75 5 2001
75 6 2001
75 7 2001
75 8 2001
76 1 2001
76 2 2001
76 3 2001
76 4 2001
76 5 2001
76 6 2001
76 7 2001
76 8 2001
77 1 2001
77 2 2001
77 3 2001
77 4 2001
77 5 2001
77 6 2001
77 7 2001
77 8 2001
78 1 2001
78 2 2001
78 3 2001
78 4 2001
78 5 2001
78 6 2001
78 7 2001
78 8 2001
79 1 2001
79 2 2001
79 3 2001
79 4 2001
79 5 2001
79 6 2001
79 7 2001
79 8 2001
80 1 2001
80 2 2001
80 3 2001
80 4 2001
80 5 2001
80 6 2001
80 7 2001
80 8 2001
81 1 2001
81 2 2001
81 3 2001
81 4 2001
81 5 2001
81 6 2001
81 7 2001
81 8 2001
82 1 2001
82 2 2001
82 3 2001
82 4 2001
82 5 2001
82 6 2001
82 7 2001
82 8 2001
83 1 2001
83 2 2001
83 3 2001
83 4 2001
83 5 2001
83 6 2001
83 7 2001
83 8 2001
84 1 2001
84 2 2001
84 3 2001
84 4 2001
84 5 2001
84 6 2001
84 7 2001
84 8 2001
85 1 2001
85 2 2001
85 3 2001
85 4 2001
85 5 2001
85 6 2001
85 7 2001
85 8 2001
85 9 2001
85 10 2001
85 11 2001
85 12 2001
85 13 2001
85 14 2001
85 15 2001
85 16 2001
85 17 2001
86 1 2001
86 2 2001
86 3 2001
86 4 2001
86 5 2001
86 6 2001
86 7 2001
86 8 2001
86 9 2001
86 10 2001
86 11 2001
86 12 2001
86 13 2001
86 14 2001
86 15 2001
86 16 2001
86 17 2001
87 1 2001
87 2 2001
87 3 2001
87 4 2001
87 5 2001
87 6 2001
87 7 2001
87 8 2001
87 9 2001
87 10 2001
87 11 2001
87 12 2001
87 13 2001
87 14 2001
87 15 2001
87 16 2001
87 17 2001
88 1 2001
88 2 2001
88 3 2001
88 4 2001
88 5 2001
88 6 2001
88 7 2001
88 8 2001
88 9 2001
88 10 2001
88 11 2001
88 12 2001
88 13 2001
88 14 2001
88 15 2001
88 16 2001
88 17 2001
time: 1990300000
68 1 3001
68 2 3001
68 3 3001
68 4 3001
68 5 3001
68 6 3001
68 7 3001
68 8 3001
69 1 3001
69 2 3001
69 3 3001
69 4 3001
69 5 3001
69 6 3001
69 7 3001
69 8 3001
70 1 3001
70 2 3001
70 3 3001
70 4 3001
70 5 3001
70 6 3001
70 7 3001
70 8 3001
71 1 3001
71 2 3001
71 3 3001
71 4 3001
71 5 3001
71 6 3001
71 7 3001
71 8 3001
72 1 3001
72 2 3001
72 3 3001
72 4 3001
72 5 3001
72 6 3001
72 7 3001
72 8 3001
73 1 3001
73 2 3001
73 3 3001
73 4 3001
73 5 3001
73 6 3001
73 7 3001
73 8 3001
74 1 3001
74 2 3001
74 3 3001
74 4 3001
74 5 3001
74 6 3001
74 7 3001
74 8 3001
75 1 3001
75 2 3001
75 3 3001
75 4 3001
75 5 3001
75 6 3001
75 7 3001
75 8 3001
76 1 3001
76 2 3001
76 3 3001
76 4 3001
76 5 3001
76 6 3001
76 7 3001
76 8 3001
77 1 3001
77 2 3001
77 3 3001
77 4 3001
77 5 3001
77 6 3001
77 7 3001
77 8 3001
78 1 3001
78 2 3001
78 3 3001
78 4 3001
78 5 3001
78 6 3001
78 7 3001
78 8 3001
79 1 3001
79 2 3001
79 3 3001
79 4 3001
79 5 3001
79 6 3001
79 7 3001
79 8 3001
80 1 3001
80 2 3001
80 3 3001
80 4 3001
80 5 3001
80 6 3001
80 7 3001
80 8 3001
81 1 3001
81 2 3001
81 3 3001
81 4 3001
81 5 3001
81 6 3001
81 7 3001
81 8 3001
82 1 3001
82 2 3001
82 3 3001
82 4 3001
82 5 3001
82 6 3001
82 7 3001
82 8 3001
83 1 3001
83 2 3001
83 3 3001
83 4 3001
83 5 3001
83 6 3001
83 7 3001
83 8 3001
84 1 3001
84 2 3001
84 3 3001
84 4 3001
84 5 3001
84 6 3001
84 7 3001
84 8 3001
85 1 3001
85 2 3001
85 3 3001
85 4 3001
85 5 3001
85 6 3001
85 7 3001
85 8 3001
85 9 3001
85 10 3001
85 11 3001
85 12 3001
85 13 3001
85 14 3001
85 15 3001
85 16 3001
85 17 3001
86 1 3001
86 2 3001
86 3 3001
86 4 3001
86 5 3001
86 6 3001
86 7 3001
86 8 3001
86 9 3001
86 10 3001
86 11 3001
86 12 3001
86 13 3001
86 14 3001
86 15 3001
86 16 3001
86 17 3001
87 1 3001
87 2 3001
87 3 3001
87 4 3001
87 5 3001
87 6 3001
87 7 3001
87 8 3001
87 9 3001
87 10 3001
87 11 3001
87 12 3001
87 13 3001
87 14 3001
87 15 3001
87 16 3001
87 17 3001
88 1 3001
88 2 3001
88 3 3001
88 4 3001
88 5 3001
88 6 3001
88 7 3001
88 8 3001
88 9 3001
88 10 3001
88 11 3001
88 12 3001
88 13 3001
88 14 3001
88 15 3001
88 16 3001
88 17 3001
time: 1990400000
68 1 4001
68 2 4001
68 3 4001
68 4 4001
68 5 4001
68 6 4001
68 7 4001
68 8 4001
69 1 4001
69 2 4001
69 3 4001
69 4 4001
69 5 4001
69 6 4001
69 7 4001
69 8 4001
70 1 4001
70 2 4001
70 3 4001
70 4 4001
70 5 4001
70 6 4001
70 7 4001
70 8 4001
71 1 4001
71 2 4001
71 3 4001
71 4 4001
71 5 4001
71 6 4001
71 7 4001
71 8 4001
72 1 4001
72 2 4001
72 3 4001
72 4 4001
72 5 4001
72 6 4001
72 7 4001
72 8 4001
73 1 4001
73 2 4001
73 3 4001
73 4 4001
73 5 4001
73 6 4001
73 7 4001
73 8 4001
74 1 4001
74 2 4001
74 3 4001
74 4 4001
74 5 4001
74 6 4001
74 7 4001
74 8 4001
75 1 4001
75 2 4001
75 3 4001
75 4 4001
75 5 4001
75 6 4001
75 7 4001
75 8 4001
76 1 4001
76 2 4001
76 3 4001
76 4 4001
76 5 4001
76 6 4001
76 7 4001
76 8 4001
77 1 4001
77 2 4001
77 3 4001
77 4 4001
77 5 4001
77 6 4001
77 7 4001
77 8 4001
78 1 4001
78 2 4001
78 3 4001
78 4 4001
78 5 4001
78 6 4001
78 7 4001
78 8 4001
79 1 4001
79 2 4001
79 3 4001
79 4 4001
79 5 4001
79 6 4001
79 7 4001
79 8 4001
80 1 4001
80 2 4001
80 3 4001
80 4 4001
80 5 4001
80 6 4001
80 7 4001
80 8 4001
81 1 4001
81 2 4001
81 3 4001
81 4 4001
81 5 4001
81 6 4001
81 7 4001
81 8 4001
82 1 4001
82 2 4001
82 3 4001
82 4 4001
82 5 4001
82 6 4001
82 7 4001
82 8 4001
83 1 4001
83 2 4001
83 3 4001
83 4 4001
83 5 4001
83 6 4001
83 7 4001
83 8 4001
84 1 4001
84 2 4001
84 3 4001
84 4 4001
84 5 4001
84 6 4001
84 7 4001
84 8 4001
85 1 4001
85 2 4001
85 3 4001
85 4 4001
85 5 4001
85 6 4001
85 7 4001
85 8 4001
85 9 4001
85 10 4001
85 11 4001
85 12 4001
85 13 4001
85 14 4001
85 15 4001
85 16 4001
85 17 4001
86 1 4001
86 2 4001
86 3 4001
86 4 4001
86 5 4001
86 6 4001
86 7 4001
86 8 4001
86 9 4001
86 10 4001
86 11 4001
86 12 4001
86 13 4001
86 14 4001
86 15 4001
86 16 4001
86 17 4001
87 1 4001
87 2 4001
87 3 4001
87 4 4001
87 5 4001
87 6 4001
87 7 4001
87 8 4001
87 9 4001
87 10 4001
87 11 4001
87 12 4001
87 13 4001
87 14 4001
87 15 4001
87 16 4001
87 17 4001
88 1 4001
88 2 4001
88 3 4001
88 4 4001
88 5 4001
88 6 4001
88 7 4001
88 8 4001
88 9 4001
88 10 4001
88 11 4001
88 12 4001
88 13 4001
88 14 4001
88 15 4001
88 16 4001
88 17 4001
time: 1990500000
68 1 5001
68 2 5001
68 3 5001
68 4 5001
68 5 5001
68 6 5001
68 7 5001
68 8 5001
69 1 5001
69 2 5001
69 3 5001
69 4 5001
69 5 5001
69 6 5001
69 7 5001
69 8 5001
70 1 5001
70 2 5001
70 3 5001
70 4 5001
70 5 5001
70 6 5001
70 7 5001
70 8 5001
71 1 5001
71 2 5001
71 3 5001
71 4 5001
71 5 5001
71 6 5001
71 7 5001
71 8 5001
72 1 5001
72 2 5001
72 3 5001
72 4 5001
72 5 5001
72 6 5001
72 7 5001
72 8 5001
73 1 5001
73 2 5001
73 3 5001
73 4 5001
73 5 5001
73 6 5001
73 7 5001
73 8 5001
74 1 5001
74 2 5001
74 3 5001
74 4 5001
74 5 5001
74 6 5001
74 7 5001
74 8 5001
75 1 5001
75 2 5001
75 3 5001
75 4 5001
75 5 5001
75 6 5001
75 7 5001
75 8 5001
76 1 5001
76 2 5001
76 3 5001
76 4 5001
76 5 5001
76 6 5001
76 7 5001
76 8 5001
77 1 5001
77 2 5001
77 3 5001
77 4 5001
77 5 5001
77 6 5001
77 7 5001
77 8 5001
78 1 5001
78 2 5001
78 3 5001
78 4 5001
78 5 5001
78 6 5001
78 7 5001
78 8 5001
79 1 5001
79 2 5001
79 3 5001
79 4 5001
79 5 5001
79 6 5001
79 7 5001
79 8 5001
80 1 5001
80 2 5001
80 3 5001
80 4 5001
80 5 5001
80 6 5001
80 7 5001
80 8 5001
81 1 5001
81 2 5001
81 3 5001
81 4 5001
81 5 5001
81 6 5001
81 7 5001
81 8 5001
82 1 5001
82 2 5001
82 3 5001
82 4 5001
82 5 5001
82 6 5001
82 7 5001
82 8 5001
83 1 5001
83 2 5001
83 3 5001
83 4 5001
83 5 5001
83 6 5001
83 7 5001
83 8 5001
84 1 5001
84 2 5001
84 3 5001
84 4 5001
84 5 5001
84 6 5001
84 7 5001
84 8 5001
85 1 5001
85 2 5001
85 3 5001
85 4 5001
85 5 5001
85 6 5001
85 7 5001
85 8 5001
85 9 5001
85 10 5001
85 11 5001
85 12 5001
85 13 5001
85 14 5001
85 15 5001
85 16 5001
85 17 5001
86 1 5001
86 2 5001
86 3 5001
86 4 5001
86 5 5001
86 6 5001
86 7 5001
86 8 5001
86 9 5001
86 10 5001
86 11 5001
86 12 5001
86 13 5001
86 14 5001
86 15 5001
86 16 5001
86 17 5001
87 1 5001
87 2 5001
87 3 5001
87 4 5001
87 5 5001
87 6 5001
87 7 5001
87 8 5001
87 9 5001
87 10 5001
87 11 5001
87 12 5001
87 13 5001
87 14 5001
87 15 5001
87 16 5001
87 17 5001
88 1 5001
88 2 5001
88 3 5001
88 4 5001
88 5 5001
88 6 5001
88 7 5001
88 8 5001
88 9 5001
88 10 5001
88 11 5001
88 12 5001
88 13 5001
88 14 5001
88 15 5001
88 16 5001
88 17 5001
time: 1990600000
68 1 6001
68 2 6001
68 3 6001
68 4 6001
68 5 6001
68 6 6001
68 7 6001
68 8 6001
69 1 6001
69 2 6001
69 3 6001
69 4 6001
69 5 6001
69 6 6001
69 7 6001
69 8 6001
70 1 6001
70 2 6001
70 3 6001
70 4 6001
70 5 6001
70 6 6001
70 7 6001
70 8 6001
71 1 6001
71 2 6001
71 3 6001
71 4 6001
71 5 6001
71 6 6001
71 7 6001
71 8 6001
72 1 6001
72 2 6001
72 3 6001
72 4 6001
72 5 6001
72 6 6001
72 7 6001
72 8 6001
73 1 6001
73 2 6001
73 3 6001
73 4 6001
73 5 6001
73 6 6001
73 7 6001
73 8 6001
74 1 6001
74 2 6001
74 3 6001
74 4 6001
74 5 6001
74 6 6001
74 7 6001
74 8 6001
75 1 6001
75 2 6001
75 3 6001
75 4 6001
75 5 6001
75 6 6001
75 7 6001
75 8 6001
76 1 6001
76 2 6001
76 3 6001
76 4 6001
76 5 6001
76 6 6001
76 7 6001
76 8 6001
77 1 6001
77 2 6001
77 3 6001
77 4 6001
77 5 6001
77 6 6001
77 7 6001
77 8 6001
78 1 6001
78 2 6001
78 3 6001
78 4 6001
78 5 6001
78 6 6001
78 7 6001
78 8 6001
79 1 6001
79 2 6001
79 3 6001
79 4 6001
79 5 6001
79 6 6001
79 7 6001
79 8 6001
80 1 6001
80 2 6001
80 3 6001
80 4 6001
80 5 6001
80 6 6001
80 7 6001
80 8 6001
81 1 6001
81 2 6001
81 3 6001
81 4 6001
81 5 6001
81 6 6001
81 7 6001
81 8 6001
82 1 6001
82 2 6001
82 3 6001
82 4 6001
82 5 6001
82 6 6001
82 7 6001
82 8 6001
83 1 6001
83 2 6001
83 3 6001
83 4 6001
83 5 6001
83 6 6001
83 7 6001
83 8 6001
84 1 6001
84 2 6001
84 3 6001
84 4 6001
84 5 6001
84 6 6001
84 7 6001
84 8 6001
85 1 6001
85 2 6001
85 3 6001
85 4 6001
85 5 6001
85 6 6001
85 7 6001
85 8 6001
85 9 6001
85 10 6001
85 11 6001
85 12 6001
85 13 6001
85 14 6001
85 15 6001
85 16 6001
85 17 6001
86 1 6001
86 2 6001
86 3 6001
86 4 6001
86 5 6001
86 6 6001
86 7 6001
86 8 6001
86 9 6001
86 10 6001
86 11 6001
86 12 6001
86 13 6001
86 14 6001
86 15 6001
86 16 6001
86 17 6001
87 1 6001
87 2 6001
87 3 6001
87 4 6001
87 5 6001
87 6 6001
87 7 6001
87 8 6001
87 9 6001
87 10 6001
87 11 6001
87 12 6001
87 13 6001
87 14 6001
87 15 6001
87 16 6001
87 17 6001
88 1 6001
88 2 6001
88 3 6001
88 4 6001
88 5 6001
88 6 6001
88 7 6001
88 8 6001
88 9 6001
88 10 6001
88 11 6001
88 12 6001
88 13 6001
88 14 6001
88 15 6001
88 16 6001
88 17 6001
time: 1990700000
68 1 7001
68 2 7001
68 3 7001
68 4 7001
68 5 7001
68 6 7001
68 7 7001
68 8 7001
69 1 7001
69 2 7001
69 3 7001
69 4 7001
69 5 7001
69 6 7001
69 7 7001
69 8 7001
70 1 7001
70 2 7001
70 3 7001
70 4 7001
70 5 7001
70 6 7001
70 7 7001
70 8 7001
71 1 7001
71 2 7001
71 3 7001
71 4 7001
71 5 7001
71 6 7001
71 7 7001
71 8 7001
72 1 7001
72 2 7001
72 3 7001
72 4 7001
72 5 7001
72 6 7001
72 7 7001
72 8 7001
73 1 7001
73 2 7001
73 3 7001
73 4 7001
73 5 7001
73 6 7001
73 7 7001
73 8 7001
74 1 7001
74 2 7001
74 3 7001
74 4 7001
74 5 7001
74 6 7001
74 7 7001
74 8 7001
75 1 7001
75 2 7001
75 3 7001
75 4 7001
75 5 7001
75 6 7001
75 7 7001
75 8 7001
76 1 7001
76 2 7001
76 3 7001
76 4 7001
76 5 7001
76 6 7001
76 7 7001
76 8 7001
77 1 7001
77 2 7001
77 3 7001
77 4 7001
77 5 7001
77 6 7001
77 7 7001
77 8 7001
78 1 7001
78 2 7001
78 3 7001
78 4 7001
78 5 7001
78 6 7001
78 7 7001
78 8 7001
79 1 7001
79 2 7001
79 3 7001
79 4 7001
79 5 7001
79 6 7001
79 7 7001
79 8 7001
80 1 7001
80 2 7001
80 3 7001
80 4 7001
80 5 7001
80 6 7001
80 7 7001
80 8 7001
81 1 7001
81 2 7001
81 3 7001
81 4 7001
81 5 7001
81 6 7001
81 7 7001
81 8 7001
82 1 7001
82 2 7001
82 3 7001
82 4 7001
82 5 7001
82 6 7001
82 7 7001
82 8 7001
83 1 7001
83 2 7001
83 3 7001
83 4 7001
83 5 7001
83 6 7001
83 7 7001
83 8 7001
84 1 7001
84 2 7001
84 3 7001
84 4 7001
84 5 7001
84 6 7001
84 7 7001
84 8 7001
85 1 7001
85 2 7001
85 3 7001
85 4 7001
85 5 7001
85 6 7001
85 7 7001
85 8 7001
85 9 7001
85 10 7001
85 11 7001
85 12 7001
85 13 7001
85 14 7001
85 15 7001
85 16 7001
85 17 7001
86 1 7001
86 2 7001
86 3 7001
86 4 7001
86 5 7001
86 6 7001
86 7 7001
86 8 7001
86 9 7001
86 10 7001
86 11 7001
86 12 7001
86 13 7001
86 14 7001
86 15 7001
86 16 7001
86 17 7001
87 1 7001
87 2 7001
87 3 7001
87 4 7001
87 5 7001
87 6 7001
87 7 7001
87 8 7001
87 9 7001
87 10 7001
87 11 7001
87 12 7001
87 13 7001
87 14 7001
87 15 7001
87 16 7001
87 17 7001
88 1 7001
88 2 7001
88 3 7001
88 4 7001
88 5 7001
88 6 7001
88 7 7001
88 8 7001
88 9 7001
88 10 7001
88 11 7001
88 12 7001
88 13 7001
88 14 7001
88 15 7001
88 16 7001
88 17 7001
time: 1990800000
68 1 8001
68 2 8001
68 3 8001
68 4 8001
68 5 8001
68 6 8001
68 7 8001
68 8 8001
69 1 8001
69 2 8001
69 3 8001
69 4 8001
69 5 8001
69 6 8001
69 7 8001
69 8 8001
70 1 8001
70 2 8001
70 3 8001
70 4 8001
70 5 8001
70 6 8001
70 7 8001
70 8 8001
71 1 8001
71 2 8001
71 3 8001
71 4 8001
71 5 8001
71 6 8001
71 7 8001
71 8 8001
72 1 8001
72 2 8001
72 3 8001
72 4 8001
72 5 8001
72 6 8001
72 7 8001
72 8 8001
73 1 8001
73 2 8001
73 3 8001
73 4 8001
73 5 8001
73 6 8001
73 7 8001
73 8 8001
74 1 8001
74 2 8001
74 3 8001
74 4 8001
74 5 8001
74 6 8001
74 7 8001
74 8 8001
75 1 8001
75 2 8001
75 3 8001
75 4 8001
75 5 8001
75 6 8001
75 7 8001
75 8 8001
76 1 8001
76 2 8001
76 3 8001
76 4 8001
76 5 8001
76 6 8001
76 7 8001
76 8 8001
77 1 8001
77 2 8001
77 3 8001
77 4 8001
77 5 8001
77 6 8001
77 7 8001
77 8 8001
78 1 8001
78 2 8001
78 3 8001
78 4 8001
78 5 8001
78 6 8001
78 7 8001
78 8 8001
79 1 8001
79 2 8001
79 3 8001
79 4 8001
79 5 8001
79 6 8001
79 7 8001
79 8 8001
80 1 8001
80 2 8001
80 3 8001
80 4 8001
80 5 8001
80 6 8001
80 7 8001
80 8 8001
81 1 8001
81 2 8001
81 3 8001
81 4 8001
81 5 8001
81 6 8001
81 7 8001
81 8 8001
82 1 8001
82 2 8001
82 3 8001
82 4 8001
82 5 8001
82 6 8001
82 7 8001
82 8 8001
83 1 8001
83 2 8001
83 3 8001
83 4 8001
83 5 8001
83 6 8001
83 7 8001
83 8 8001
84 1 8001
84 2 8001
84 3 8001
84 4 8001
84 5 8001
84 6 8001
84 7 8001
84 8 8001
85 1 8001
85 2 8001
85 3 8001
85 4 8001
85 5 8001
85 6 8001
85 7 8001
85 8 8001
85 9 8001
85 10 8001
85 11 8001
85 12 8001
85 13 8001
85 14 8001
85 15 8001
85 16 8001
85 17 8001
86 1 8001
86 2 8001
86 3 8001
86 4 8001
86 5 8001
86 6 8001
86 7 8001
86 8 8001
86 9 8001
86 10 8001
86 11 8001
86 12 8001
86 13 8001
86 14 8001
86 15 8001
86 16 8001
86 17 8001
87 1 8001
87 2 8001
87 3 8001
87 4 8001
87 5 8001
87 6 8001
87 7 8001
87 8 8001
87 9 8001
87 10 8001
87 11 8001
87 12 8001
87 13 8001
87 14 8001
87 15 8001
87 16 8001
87 17 8001
88 1 8001
88 2 8001
88 3 8001
88 4 8001
88 5 8001
88 6 8001
88 7 8001
88 8 8001
88 9 8001
88 10 8001
88 11 8001
88 12 8001
88 13 8001
88 14 8001
88 15 8001
88 16 8001
88 17 8001
time: 1990900000
68 1 9001
68 2 9001
68 3 9001
68 4 9001
68 5 9001
68 6 9001
68 7 9001
68 8 9001
69 1 9001
69 2 9001
69 3 9001
69 4 9001
69 5 9001
69 6 9001
69 7 9001
69 8 9001
70 1 9001
70 2 9001
70 3 9001
70 4 9001
70 5 9001
70 6 9001
70 7 9001
70 8 9001
71 1 9001
71 2 9001
71 3 9001
71 4 9001
71 5 9001
71 6 9001
71 7 9001
71 8 9001
72 1 9001
72 2 9001
72 3 9001
72 4 9001
72 5 9001
72 6 9001
72 7 9001
72 8 9001
73 1 9001
73 2 9001
73 3 9001
73 4 9001
73 5 9001
73 6 9001
73 7 9001
73 8 9001
74 1 9001
74 2 9001
74 3 9001
74 4 9001
74 5 9001
74 6 9001
74 7 9001
74 8 9001
75 1 9001
75 2 9001
75 3 9001
75 4 9001
75 5 9001
75 6 9001
75 7 9001
75 8 9001
76 1 9001
76 2 9001
76 3 9001
76 4 9001
76 5 9001
76 6 9001
76 7 9001
76 8 9001
77 1 9001
77 2 9001
77 3 9001
77 4 9001
77 5 9001
77 6 9001
77 7 9001
77 8 9001
78 1 9001
78 2 9001
78 3 9001
78 4 9001
78 5 9001
78 6 9001
78 7 9001
78 8 9001
79 1 9001
79 2 9001
79 3 9001
79 4 9001
79 5 9001
79 6 9001
79 7 9001
79 8 9001
80 1 9001
80 2 9001
80 3 9001
80 4 9001
80 5 9001
80 6 9001
80 7 9001
80 8 9001
81 1 9001
81 2 9001
81 3 9001
81 4 9001
81 5 9001
81 6 9001
81 7 9001
81 8 9001
82 1 9001
82 2 9001
82 3 9001
82 4 9001
82 5 9001
82 6 9001
82 7 9001
82 8 9001
83 1 9001
83 2 9001
83 3 9001
83 4 9001
83 5 9001
83 6 9001
83 7 9001
83 8 9001
84 1 9001
84 2 9001
84 3 9001
84 4 9001
84 5 9001
84 6 9001
84 7 9001
84 8 9001
85 1 9001
85 2 9001
85 3 9001
85 4 9001
85 5 9001
85 6 9001
85 7 9001
85 8 9001
85 9 9001
85 10 9001
85 11 9001
85 12 9001
85 13 9001
85 14 9001
85 15 9001
85 16 9001
85 17 9001
86 1 9001
86 2 9001
86 3 9001
86 4 9001
86 5 9001
86 6 9001
86 7 9001
86 8 9001
86 9 9001
86 10 9001
86 11 9001
86 12 9001
86 13 9001
86 14 9001
86 15 9001
86 16 9001
86 17 9001
87 1 9001
87 2 9001
87 3 9001
87 4 9001
87 5 9001
87 6 9001
87 7 9001
87 8 9001
87 9 9001
87 10 9001
