time_ns,node_id,if_index,q_index,event_type
20144101,85,17,3,1
20144121,87,17,3,1
20144121,86,17,3,1
20144121,88,17,3,1
20160906,85,17,3,0
20160926,87,17,3,0
20160946,86,17,3,0
20160966,88,17,3,0
20166287,87,17,3,1
20166287,85,17,3,1
20166307,86,17,3,1
20166327,88,17,3,1
20183086,87,17,3,0
20183106,86,17,3,0
20183126,88,17,3,0
20183146,85,17,3,0
20188447,87,17,3,1
20188467,86,17,3,1
20188487,88,17,3,1
20188507,85,17,3,1
20205246,87,17,3,0
20205266,86,17,3,0
20205286,88,17,3,0
20205306,85,17,3,0
20210607,87,17,3,1
20210627,86,17,3,1
20210647,88,17,3,1
20210667,85,17,3,1
20227406,87,17,3,0
20227426,86,17,3,0
20227446,88,17,3,0
20227466,85,17,3,0
20232747,87,17,3,1
20232767,86,17,3,1
20232787,88,17,3,1
20232807,85,17,3,1
20249506,87,17,3,0
20249526,86,17,3,0
20249546,88,17,3,0
20249566,85,17,3,0
20254867,88,17,3,1
20254867,86,17,3,1
20254867,87,17,3,1
20254887,85,17,3,1
20271626,88,17,3,0
20271646,85,17,3,0
20271686,86,17,3,0
20271746,87,17,3,0
20277007,85,17,3,1
20277007,88,17,3,1
20277047,86,17,3,1
20277107,87,17,3,1
20293806,85,17,3,0
20293846,86,17,3,0
20293866,88,17,3,0
20293926,87,17,3,0
20299167,85,17,3,1
20299207,86,17,3,1
20299227,88,17,3,1
20299287,87,17,3,1
20315986,85,17,3,0
20316026,86,17,3,0
20316046,88,17,3,0
20316086,87,17,3,0
20321347,85,17,3,1
20321387,86,17,3,1
20321407,88,17,3,1
20321447,87,17,3,1
20338146,85,17,3,0
20338186,86,17,3,0
20338206,88,17,3,0
20338246,87,17,3,0
20343507,85,17,3,1
20343547,88,17,3,1
20343547,86,17,3,1
20343567,87,17,3,1
20360346,87,17,3,0
20360366,86,17,3,0
20360386,88,17,3,0
20360406,85,17,3,0
20365707,87,17,3,1
20365727,86,17,3,1
20365747,88,17,3,1
20365767,85,17,3,1
20382506,87,17,3,0
20382546,88,17,3,0
20382566,85,17,3,0
20382606,86,17,3,0
20387887,87,17,3,1
20387907,88,17,3,1
20387927,85,17,3,1
20387967,86,17,3,1
20404706,88,17,3,0
20404726,85,17,3,0
20404766,87,17,3,0
20404786,86,17,3,0
20410067,88,17,3,1
20410087,85,17,3,1
20410127,87,17,3,1
20410147,86,17,3,1
20426706,88,17,3,0
20426726,85,17,3,0
20426746,87,17,3,0
20426766,86,17,3,0
20432127,85,17,3,1
20432127,88,17,3,1
20432147,86,17,3,1
20432147,87,17,3,1
20448586,86,17,3,0
20448606,88,17,3,0
20448626,85,17,3,0
20448646,87,17,3,0
