time_ns,generation,batch_active,queue_current_bytes,queue_predicted_bytes,pending_excess_bytes,arrival_wire_bps,service_wire_bps,base_target_bps,boost_requested_bps,boost_effective_bps,boost_lease_expire_ns,drain_bps,aggregate_requested_bps,aggregate_applied_bps,zone,veto_reason,background_applied_bps,incast_applied_bps
5000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
#MANIFEST,link_id=0,steady_cap_fraction=1.000000,rho=0.900000,bmax_ratio=0.020000,bmax_wire_bps=4000000000,qtarget_ratio=0.076190,qtarget_bytes=199999,q_low=1312499,q_high=2480499,q_red=2592999,q_abs=2624999,h_eff_us=15.000,queue_band_v2=1,queue_band_v1=0,migration=1,steady_cap=1,seed=2
10000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
15000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
20000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
25000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
30000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
35000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
40000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
45000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
50000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
55000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
60000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
65000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
70000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
75000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
80000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
85000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
90000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
95000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
100000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
105000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
110000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
115000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
120000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
125000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
130000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
135000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
140000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
145000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
150000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
155000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
160000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
165000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
170000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
175000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
180000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
185000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
190000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
195000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
200000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
205000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
210000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
215000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
220000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
225000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
230000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
235000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
240000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
245000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
250000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
255000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
260000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
265000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
270000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
275000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
280000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
285000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
290000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
295000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
300000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
305000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
310000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
315000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
320000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
325000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
330000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
335000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
340000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
345000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
350000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
355000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
360000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
365000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
370000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
375000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
380000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
385000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
390000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
395000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
400000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
405000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
410000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
415000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
420000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
425000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
430000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
435000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
440000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
445000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
450000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
455000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
460000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
465000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
470000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
475000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
480000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
485000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
490000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
495000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
500000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
505000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
510000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
515000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
520000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
525000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
530000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
535000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
540000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
545000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
550000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
555000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
560000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
565000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
570000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
575000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
580000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
585000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
590000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
595000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
600000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
605000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
610000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
615000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
620000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
625000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
630000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
635000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
640000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
645000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
650000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
655000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
660000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
665000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
670000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
675000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
680000,0,0,0,0,0,0,200000000000,0,0,0,0,0,0,0,GREEN,0,0,0
